Time,Round,PlayerGesture,OpponentGesture,Result,Total,Shape,Open,Score,Wins,Losses,Draws,HighModeActive,HighWinProb,AssistActive,AssistWinProb
2025-07-22 15:53:00,1,rock,rock,Draw,26.74,0.00,31.43,0,0,0,1,0,,0,
2025-07-22 15:53:13,2,rock,scissors,You Win!,28.27,0.00,29.32,3,1,0,1,0,,0,
2025-07-22 15:53:24,3,rock,paper,You Lose!,16.55,0.00,59.11,2,1,1,1,0,,0,
2025-07-22 15:53:36,4,rock,rock,Draw,16.75,0.00,59.70,2,1,1,2,0,,0,
2025-07-22 15:53:50,5,rock,scissors,You Win!,20.78,0.00,48.81,5,2,1,2,0,,0,
2025-07-22 15:54:11,6,rock,rock,Draw,27.24,0.00,31.89,5,2,1,3,0,,0,
2025-07-23 09:21:39,1,paper,rock,You Win!,30.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23 09:25:19,1,paper,paper,Draw,30.00,0.00,100.00,0,0,0,1,0,,0,
2025-07-23 09:25:31,2,paper,rock,You Win!,30.00,0.00,100.00,3,1,0,1,0,,0,
2025-07-23 09:26:39,1,paper,rock,You Win!,30.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23 09:27:44,1,paper,scissors,You Lose!,30.00,0.00,100.00,-1,0,1,0,0,,0,
2025-07-23 09:28:04,2,paper,rock,You Win!,30.00,0.00,100.00,2,1,1,0,0,,0,
2025-07-23 10:40:31,1,rock,paper,You Lose!,17.65,0.00,56.39,-1,0,1,0,0,,0,
2025-07-23T11:17:54.946667,Local,None,0.00
2025-07-23T11:22:00.778615,Local,paper,0.00,0.00,0.00,-1,0,1,0
2025-07-23T11:26:39.393186,1,Local,paper,rock,You Win!,30.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23T11:26:49.501814,2,Local,None,None,No gesture!,49.72,0.00,50.86,3,1,0,0,0,,0,
2025-07-23T11:27:03.177379,3,Local,None,None,No gesture!,25.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23T11:29:47.509926,1,Local,paper,scissors,You Lose!,30.00,0.00,100.00,-1,0,1,0,0,,0,
2025-07-23T11:29:59.977959,2,Local,rock,scissors,You Win!,22.66,0.00,43.13,2,1,1,0,0,,0,
2025-07-23T11:30:10.388823,3,Local,scissors,paper,You Win!,25.00,0.00,100.00,5,2,1,0,0,,0,
2025-07-23T11:30:57.607016,1,Local,paper,scissors,You Lose!,30.00,0.00,100.00,-1,0,1,0,0,,0,
2025-07-23T11:39:26.623612,1,Local,paper,rock,You Win!,30.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23T11:44:32.140646,1,Local,rock,scissors,You Win!,23.66,0.00,39.49,3,1,0,0,0,,0,
2025-07-23T11:47:48.670135,1,Local,rock,scissors,You Win!,30.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23 11:48:54,1,paper,paper,Draw,30.00,0.00,100.00,0,0,0,1,0,,0,
2025-07-23T12:00:14,1,rock,paper,You Lose!,0.00,0.00,0.00,-1,0,1,0,0,,0,
2025-07-23T12:00:26,2,rock,paper,You Lose!,0.00,0.00,0.00,-2,0,2,0,0,,0,
2025-07-23T12:00:56,3,rock,rock,Draw,0.00,0.00,0.00,-2,0,2,1,0,,0,
2025-07-23T12:01:08,4,rock,scissors,You Win!,0.00,0.00,0.00,1,1,2,1,0,,0,
2025-07-23T12:07:13,1,rock,paper,You Lose!,0.00,0.00,0.00,-1,0,1,0,0,,0,
2025-07-23T12:07:22,2,rock,rock,Draw,0.00,0.00,0.00,-1,0,1,1,0,,0,
2025-07-23T12:09:13.088914,1,Local,paper,rock,You Win!,30.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23T12:09:48.729915,1,Local,rock,scissors,You Win!,20.95,0.00,45.66,3,1,0,0,0,,0,
2025-07-23T12:10:01.231861,2,Local,rock,paper,You Lose!,25.00,0.00,100.00,2,1,1,0,0,,0,
2025-07-23T12:10:12.361431,3,Local,rock,scissors,You Win!,22.07,0.00,45.32,5,2,1,0,0,,0,
2025-07-23T12:19:36.873847,1,Local,paper,rock,You Win!,30.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23T12:19:49.841472,2,Local,rock,paper,You Lose!,24.28,0.00,39.78,2,1,1,0,0,,0,
2025-07-23T13:19:10.367851,1,Local,paper,rock,You Win!,30.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23 14:16:15,1,paper,paper,Draw,30.00,0.00,100.00,0,0,0,1,0,,0,
2025-07-23 14:16:38,2,paper,rock,You Win!,21.62,0.00,67.71,3,1,0,1,0,,0,
2025-07-23T15:42:22.799624,1,Local,paper,rock,You Win!,30.00,0.00,100.00,3,1,0,0,0,,0,
2025-07-23T15:42:51.635873,1,Local,rock,paper,You Lose!,24.61,0.00,38.84,-1,0,1,0,0,,0,
2025-07-23T15:43:29.350048,2,Local,rock,scissors,You Win!,21.69,0.00,46.19,2,1,1,0,0,,0,
